Nlemma,overall,1_sg,1_sg_rel,1_pl,1_pl_rel,2_sg,2_sg_rel,2_pl,2_pl_rel,2Hon_sg,2Hon_sg_rel,2Hon_pl,2Hon_pl_rel,3Hon_sg,3Hon_sg_rel,3Hon_pl,3Hon_pl_rel
Theologe,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Schwein ,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.009708737864077669,0,0.0
Junggeselle,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Verlierer,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Pförtner,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Scheißer,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Scheusal,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Landarbeiter,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Philister,2,0,0.0,1,0.00027078256160303275,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jugoslawe,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Jugend,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Philologe,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Niedersachse,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Judensau,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Nichtsnutz,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Lapp,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Verschwender,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
sehend,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Assistent,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
illegal,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
einzeln,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Atheist,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
enthaltsam,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Flüchtling,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Flut,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
scheinheilig,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Auge,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bolschewik,2,0,0.0,0,0.0,0,0.0,1,0.005,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
erdgeboren,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dörfler,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ausreißer,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Ebenbild,2,1,0.0030581039755351682,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Flirt,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Flieger,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Autor,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Durchschnittsbürger,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
unglückselig,2,1,0.0030581039755351682,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Führer,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Diener,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Diktator,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
denkend,2,1,0.0030581039755351682,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dilettant,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Diplomat,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
liberal,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
dreißigjährig,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
jetztlebend,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Arbeiterschwein,2,0,0.0,0,0.0,1,0.0005714285714285715,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
edel,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
eingeboren,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Armenier,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Antifaschist,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Artillerist,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Frau ,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Fratzenschneider,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Fratz,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Frontkämpfer,2,0,0.0,1,0.00027078256160303275,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
göttlich,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Einwohner,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ungetreu,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
unfassbar,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bauleute,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gehörlos,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
tapfer,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gelehrt,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
erwerbslos,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Elfe,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Belgier,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gerecht,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Enkel,2,1,0.0030581039755351682,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
gesegnet,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Besucher,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geweiht,2,0,0.0,1,0.00027078256160303275,0,0.0,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
gesund,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
getreu,2,0,0.0,1,0.00027078256160303275,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ekel,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bock,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Finne,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Filou,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
heilig,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Feuerwehrleute,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Aktionär,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Ferkel,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Ei,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Feldhuhn,2,0,0.0,0,0.0,1,0.0005714285714285715,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
Familienpolitiker,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Blatt,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ungläubig,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bisschen,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Baske,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
freisinnig,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Einfalt,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
freiwillig,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bastard,2,0,0.0,0,0.0,1,0.0005714285714285715,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
Bischof,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Eichkatz,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
wahnsinnig,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
unwürdig,2,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
mitlebend,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
belastet,2,0,0.0,0,0.0,0,0.0,2,0.01,0,0.0,0,0.0,0,0.0,0,0.0
Gebert,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Revisionist,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gefäß,2,1,0.0030581039755351682,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Dame,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gegenwartsmensch,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
verehrt,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Bundesbürger,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ostdeutsch,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
nachgeboren,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
verloren,2,1,0.0030581039755351682,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
weiblich,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Bär,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Chemiker,2,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Afrikaner,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gemüt,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ahnungslos,2,2,0.0061162079510703364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Charmeur,2,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
verwundet,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gesell,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Büffel,2,1,0.0030581039755351682,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Geselle,2,0,0.0,1,0.00027078256160303275,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Büffelherde,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gestell,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gewerkschafter,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
abtrünnig,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Erdenbewohner,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
armselig,2,0,0.0,1,0.00027078256160303275,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
werdend,2,0,0.0,1,0.00027078256160303275,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Gans,2,0,0.0,1,0.00027078256160303275,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
wissend,2,0,0.0,1,0.00027078256160303275,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
wonnig,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schamlos ,2,2,0.0061162079510703364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Deutschböhme,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Brunnen,2,0,0.0,0,0.0,2,0.001142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
norddeutsch,2,0,0.0,2,0.0005415651232060655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ohnegleich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stadtverordneter,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sowjetkommunist,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stadtschnuppen,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
okzidental,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stadtkind,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sowjet,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schreibend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stadt Prag,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
satt,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stabstrompeter,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
originalitätsgläubig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Spanner,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Staatsleuchte,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Seelentröster,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Staat,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Seelenverkäufer,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
stumpfsinnig,1,0,0.0,0,0.0,0,0.0,1,0.005,0,0.0,0,0.0,0,0.0,0,0.0
Sehmensch,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schwach,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sekretär,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
studiert,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Seehund,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Schwesterchen,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Schwiegermama,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Schwimmer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
tobend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schlau,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
teuflisch,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
teuer,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0048543689320388345,0,0.0
Schwinhund,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Schwächling,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stein,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
occidental,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schmerzensreich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Seeadlerleute,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schiffbrüchig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Soziologe,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
tatra-deutsch,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Stern,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schrecklich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Schéde,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Schöpfer,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
suchend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Statthalter,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
städtegeboren,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
normal,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sechsunddreißig-jähriger,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Schwärmer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
rein,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Silberwunder,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sonnenglut,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
spielend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
sparsam,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Simpel,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
siegreich,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
selbstständig,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sonnemost,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Spinne,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sonne,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Skilehrer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
seiend,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Selbstbetrüger,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sofa,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Spiegel,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
reisend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ruhelos,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ringend,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schönheitsblind,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schwul,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Spartakistenaas,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Speckschwarte,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sommertag,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sommertraum,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sonderling,1,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Spatz,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
schweigend,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Seligkeit,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
streng,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Soupçonneur,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
spätgeboren,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Spätling,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Spree,1,0,0.0,0,0.0,1,0.0005714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Seminarist,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Sparer,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ostseedeutsch,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Senior,1,0,0.0,1,0.00027078256160303275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
